17.2,31,5.1,6.2429,0.812,30304.8525,12.9,0,9.987,0.301
3.2,4.2,2.2,8.0167,0.323,13081.10746,1.5,0,1.213,0.085
28.9,22.7,32.6,8.0766,0.802,3219.457157,5,0,0.05,0.05
13.4,13.8,13,9.6151,0.9,1308.629536,5.8,0,0.044,0.022
25.7,47.5,6.7,6.6716,0.842,35461.3591,15,1,18.452,0.136
10.4,15,5.8,6.1638,0.781,113337.4205,13,1,17.821,0.176
6.9,10.5,3.6,6.0036,0.958,1891.320668,1.9,0,0.058,0.021
7.8,13.7,3.2,9.8303,1.042,1310.995555,3.7,0,0,0.02
6.2,8.7,3.6,3.8022,0.588,31782.15336,0.9,1,1.048,0.013
2.7,3.6,1.6,10.6108,0.725,15307.72194,2.7,0,2.39,0
8.9,13.5,4.7,3.8196,0.622,2316.6552,1.3,0,0.029,0
6.5,10.3,2.8,9.2953,0.571,42581.09786,8.1,0,8.19,0.49
7.5,12.1,3.6,4.241,0.362,4150.965246,0,0,0.072,0.03
7.3,12.5,2.2,5.7457,0.585,23750.98804,3.6,0,2.382,0.079
5.2,8.2,2.3,5.469,0.563,19844.64567,6.5,0,0.207,0.029
13.3,23.3,3.8,3.809,0.815,13799.90485,7.4,0,4.031,0.034
3.1,2.5,3.6,5.8377,0.749,8586.6387,0.6,0,0.839,0.032
8.4,14,4.1,5.0662,0.347,1459.698413,2.4,0,0.046,0.007
8.1,6.3,9.8,5.0878,1.034,6674.028647,4.8,0,0.384,0.004
11.5,19.4,4.9,9.1225,0.915,11101.82628,9.8,1,0.371,0
9.6,11.4,8,6.2944,0.859,3089.556352,2,0,0.356,0.021
9.6,12.9,6.4,10.3593,0.915,56328.94114,8.7,1,20.87,0.201
11.6,17.3,6.2,9.2219,0.84,41005.42087,10.7,1,28.54,0
11.9,19.2,5,8.7464,0.587,5533.551064,5.2,1,0.691,0.016
9,11.5,6.7,6.2289,0.444,1063.421841,0.5,0,0.014,0
17.3,17.5,17.1,3.6467,0.757,5990.850432,13.4,0,0.09,0.005
10.1,13.6,6.5,10.5006,0.885,65510.58527,7.5,1,48.04,0.577
3.5,4.8,0.9,4.2925,0.35,41859.93448,0.8,0,1.738,0.03
3.1,3,3.1,2.7528,0.294,5567.055608,0.3,0,0.2,0.006
4.4,7.6,1.2,7.2607,0.598,25553.69671,7.9,1,4.031,0.025
7,10.2,3.8,1.9758,0.953,4336.244657,1.2,0,0.1,0.01
9.3,12.3,6.2,8.0249,0.653,13599.92656,7.2,0,1.31,0.03
5.1,7.6,2.7,5.1439,0.806,14418.07067,6.3,0,2.948,0.01
3.7,5.2,2.3,4.3859,0.64,8951.085654,6.6,0,0.518,0.001
13.4,23.9,3.4,6.5165,0.755,31336.6035,11.6,0,24.176,0.125
8.6,14.3,3.8,9.0764,0.824,33415.4379,12.3,1,11.44,0.029
5.8,7.3,1.1,3.0794,0.531,126898.4259,2,0,2.712,0.038
20.2,29.6,11.6,7.3375,0.693,40111.77576,10.2,1,5.793,0.358
13.4,24.1,3.8,8.981,0.855,7271.641919,15.2,0,4.55,0.074
6.2,9.7,3,6.3441,0.637,20689.98675,8.1,0,14.428,0.144
8,13.9,2.4,4.9804,0.75,28206.35705,12.6,0,5.665,0.171
26.5,48.3,7.5,5.2711,0.798,27147.33358,11.7,0,8.479,0.136
11,16.9,6,6.7607,1.012,2251.556388,9,0,0.06,0.017
7.3,12.7,2.1,5.3066,0.824,13881.37213,9.9,0,0.564,0.564
2.4,3.9,0.9,3.5629,0.712,12287.9755,8.2,0,1.99,0.914
5.4,8.7,2.2,5.5321,0.401,6483.534228,2.5,0,1.548,0.516
3.4,4.6,1.7,5.7418,0.241,55335.67959,0.2,0,1.321,0.079
11.8,20.3,5.2,5.6005,0.749,3782.538613,0.7,0,0.2,0.007
16.1,18.2,14.2,16.5317,0.954,1601.974029,5.7,0,0.041,0.014
7.9,11.1,4.9,4.4696,0.761,101531.6302,2,0,4.191,0.018
10.1,18.4,2.6,7.1251,0.742,33736.40094,11.5,0,11.5,0.17
13.3,22.4,4.5,8.4683,0.824,38048.78466,12.6,0,11.953,0.241
5.9,8.5,3.2,5.1707,0.675,2422.819533,1.4,0,0.2,0.19
12.8,21.7,5.1,8.1098,0.737,13686.88236,9.3,0,1.521,0.116
6.1,9.3,3.1,8.9704,0.791,39715.43906,10,0,9.694,0.183
14.2,23.3,6.2,3.8932,0.458,13473.66309,4.3,1,0.517,0.005
9.5,14.5,4.6,5.6649,0.411,4759.281882,0.5,0,0.08,0.005
23.2,36.1,10.9,6.0642,0.587,15510.46464,5.1,1,1.265,0.19
11.7,15.8,7.4,10.9348,0.884,53208.88436,9.2,1,20.863,0.04
11.3,15.8,6.9,12.2476,0.813,68060.94105,11.5,1,43.956,0.589
3.3,5,1.7,6.9985,0.763,3449.779316,3.3,0,1.392,0.035
9.6,14.3,5.4,4.1399,0.977,3227.034211,9.4,0,0.056,0.004
12.9,21.4,4.8,3.7114,0.797,19051.33338,8.3,1,0.721,0.028
6.4,9,3.7,4.0206,0.483,7658.434996,2.1,0,0.081,0
16.6,22.7,10.9,6.6157,0.994,1773.896632,3.1,0,0.054,0.013
4,5.2,2.9,5.2639,0.715,6419.561778,1.5,0,2.821,0
12.9,21.9,4.3,6.5104,0.701,32014.78313,8.4,0,1.8,0.074
3.2,4.4,2.2,6.952,0.356,12502.82019,1.9,0,2.46,0.009
7.2,11.3,3.2,4.3143,0.415,28068.85941,2,0,1.637,0.011
7.2,11,3.7,6.618,0.61,19304.10131,5.4,0,3,0.07
20,21.2,18.7,6.165,0.957,2038.073892,9.5,0,0.082,0.002
7.6,11.9,3.5,9.7623,0.81,45973.5735,11.4,1,18.92,0.081
18.5,34.5,4.7,6.727,0.796,9233.150469,8.6,0,6.93,0.139
2.7,3.5,0.8,3.5168,0.512,75075.25741,3.8,0,1.649,0.011
16.5,26.8,7.1,9.0608,0.723,23572.17746,10.8,1,14.134,0.321
13.7,21.1,6.4,17.0734,0.82,62794.58565,9.8,1,10.542,0.189
7.4,10.3,4.6,6.3352,0.637,8556.051512,2.7,1,2.612,0.081
5.4,8.1,2.7,3.6918,0.766,3221.149823,1,0,0.378,0
7,10.8,3.4,5.6592,0.889,7447.814334,8.3,0,0.35,0.043
11.3,17.5,6.2,4.4772,0.854,4223.906936,4.8,0,0.056,0.062
19.1,29.1,11.1,9.4137,0.928,3029.793005,4.8,0,0.095,0.025
